__label__0 "fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love"
__label__0 "yeah that what i was thinking"
__label__0 "ugh hopefully the asus ppl dont randomly do a reformat"
__label__0 "da is good good he is unsold"
__label__0 "can dunno wat to get 4 her"
__label__0 "she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 her who was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women"
__label__1 "hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy"
__label__0 "he has lots of used ones babe but the model does help youi have to bring it over and he match it up"
__label__0 "bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m"
__label__1 "how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night"
__label__0 "ü go home liao ask dad to pick me up at 6"
__label__0 "please tell me you have some of that special stock you were talking about"
__label__0 "motivate behind every darkness there is a shining light waiting for you to find it behind every best friend there is always trust and love bslvyl"
__label__0 "gud gud k chikku tke care sleep well gud nyt"
__label__0 "aight tomorrow around lt gt it is"
__label__0 "thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub"
__label__0 "lol alright i was thinkin that too haha"
__label__0 "give me a sec to think think about it"
__label__0 "think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing"
__label__0 "ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem"
__label__0 "happened here while you were adventuring"
__label__0 "what you thinked about me first time you saw me in class"
__label__0 "i attended but nothing is there"
__label__0 "well balls time to make calls"
__label__0 "we have sent jd for customer service cum accounts executive to ur mail id for details contact us"
__label__0 "okie thanx"
__label__0 "yes it completely in out of form clark also utter waste"
__label__0 "machan you go to gym tomorrow i wil come late goodnight"
__label__0 "the affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt am i double check and text you again tomorrow"
__label__0 "its i just askd did u knw tht no"
__label__0 "we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight"
__label__0 "i now but have to wait till 2 for the bus to pick me"
__label__0 "yavnt tried yet and never played original either"
__label__0 "much better now thanks lol"
__label__0 "i havent lei next mon can"
__label__0 "take care n get well soon"
__label__0 "are you planning to come chennai"
__label__0 "ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes"
__label__0 "the new deus ex game comin early next yr"
__label__0 "go where n buy juz buy when we get there lar"
__label__1 "want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery"
__label__0 "haiyoh maybe your hamster was jealous of million"
__label__1 "hard live 121 chat just choose your girl and connect live call 09094646899 now cheap chat uk biggest live service vu bcm1896wc1n3xx"
__label__0 "can ü all decide faster cos my sis going home liao"
__label__1 "forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches"
__label__0 "dear relieved of westonzoyland all going to plan this end too"
__label__0 "its hard to believe things like this all can say lie but think twice before saying anything to me"
__label__0 "are there ta jobs available let me know please cos i really need to start working"
__label__0 "horrible bf i now v hungry"
__label__0 "yeah whatever lol"
__label__1 "12mths half price orange line rental 400mins call mobileupd8 on 08000839402 or"
__label__0 "i love ya too but try and budget your money better babe gary would freak on me if he knew"
__label__1 "last chance 2 claim ur worth of discount yes to 85023 now offers mobile t cs 08717898035 sub 16 remove txt x or stop"
__label__0 "this is one of the days you have a billion classes right"
__label__0 "i m reaching in another 2 stops"
__label__1 "wow the boys r back take that 2007 uk tour win vip tickets with vip club txt club to 81303 trackmarque ltd info vipclub4u"
__label__0 "lol that would be awesome payback"
__label__1 "can u get 2 phone now i wan na chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx"
__label__1 "last chance claim ur worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz sub 16"
__label__0 "you did have to tell me that now i thinking plus he going to stop all your runs"
__label__0 "dunno cos i was v late n when i reach they inside already but we ate spageddies lor it e gals who r laughing at me lor"
__label__0 "hi mom we might be back later than lt gt"
__label__1 "from 88066 lost help"
__label__0 "jay is snickering and tells me that x is totally fucking up the chords as we speak"
__label__0 "jus came back fr lunch wif my sis only u leh"
__label__0 "ok lor thanx ü in school"
__label__0 okie
__label__0 "yesterday its with me only now am going home"
__label__0 "i hungry buy smth home"
__label__0 "i sent them do you like"
__label__0 "i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house"
__label__0 "what will we do in the shower baby"
__label__0 "the world most happiest frnds never have the same characters dey just have the best understanding of their differences"
__label__0 "u dun say so early hor u c already then say"
__label__0 "message from i am at truro hospital on ext you can phone me here as i have a phone by my side"
__label__0 "hahaha use your brain dear"
__label__0 "im in inperialmusic listening2the weirdest track ever like insects being molested someone plumbing remixed by evil men on acid"
__label__0 "but i juz remembered i got ta bathe my dog today"
__label__0 "there someone here that has a year lt gt toyota camry like mr olayiwola own mileage is lt gt clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back"
__label__0 "yup he msg me is tat yijue then i tot it my group mate cos we meeting today mah i askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far"
__label__1 "you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928 pobox45w2tg150p"
__label__0 "the bus leaves at lt gt"
__label__0 "yes see ya not on the dot"
__label__0 "looks like u wil b getting a headstart im leaving here bout but if u r desperate for my company i could head in were goin to meet in rummer"
__label__0 "that fine i bitch at you about it later then"
__label__0 "done it but internet connection v slow and can t send it will try again later or first thing tomo"
__label__0 "u r too much close to my heart if u go away i will be shattered plz stay with me"
__label__0 "oh u must have taken your real valentine out shopping first"
__label__0 "by monday next week give me the full gist"
__label__0 "i dnt wnt to tlk wid u"
__label__1 "you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750"
__label__0 "argh why the fuck is nobody in town"
__label__0 "what hello wats talks email address"
__label__0 "i am in bus on the way to calicut"
__label__0 "lol please do actually send a pic of yourself right now i wan na see pose with a comb and hair dryer or something"
__label__0 "oops my phone died and i did even know yeah i like it better"
__label__0 "em its olowoyey have a great time in argentina not sad about secretary everything is a blessing"
__label__0 "really do hope the work doesnt get stressful have a gr8 day"
__label__0 "i place all ur points on e cultures module already"
__label__0 "hhahhaahahah rofl wtf nig was leonardo in your room or something"
__label__0 "are we doing the norm tomorrow i finish just a cos of st tests need to sort library stuff out at some point tomo got letter from today access til end march so i better get move on"
__label__0 "need a coffee run tomo ca believe it that time of week already"
__label__1 "your weekly tones are ready to download this weeks new tones include 1 crazy f 2 3 black p more info in n"
__label__0 "wow did think it was that common i take it all back ur not a freak unless u chop it off"
__label__0 "somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams"
__label__0 "s s india going to draw the series after many years in south african soil"
__label__0 "hey gals anyone of u going down to e driving centre tmr"
__label__0 "shuhui say change 2 suntec steamboat u noe where where r u now"
__label__0 "no way i going back there"
__label__0 "come to me slave your doing it again going into your shell and unconsciously avoiding me you are making me unhappy"
__label__0 "i probably wo eat at all today i think i gon na pop how was your weekend did u miss me"
__label__0 "crazy ar he married ü like gd looking guys not me my frens like say he korean leona fave but i dun thk he is aft some thinking mayb most prob i go"
__label__0 "i meant as an apology from me for texting you to get me drugs at lt gt at night"
__label__0 "yeah i am so i leave maybe 7ish"
__label__0 "alright see you in a bit"
__label__0 "don no da whats you plan"
__label__0 "where mummy boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm"
__label__0 "no i got rumour that you going to buy apartment in chennai"
__label__1 "congratulations in this week competition draw u have won the prize to claim just call 09050002311 b4280703 t sms 08718727868 over 18 only 150ppm"
__label__0 "sending you greetings of joy and happiness do have a gr8 evening"
__label__0 "eat at old airport road but now 630 oredi got a lot of pple"
__label__0 "guess he wants alone time we could just show up and watch when they do"
__label__0 "so i doing a list of buyers"
__label__0 "cthen i thk shd b enuff still got conclusion n contents pg n references i b doing da contents pg n cover pg"
__label__0 "yes princess i want to please you every night your wish is my command"
__label__0 "hi neva worry bout da truth coz the truth will lead me 2 ur heart the least a unique person like u deserve sleep tight or morning"
__label__0 "lol i really need to remember to eat when i drinking but i do appreciate you keeping me company that night babe smiles"
__label__0 "k i be sure to get up before noon and see what what"
__label__0 "so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck"
__label__0 "hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i ca wait till you come home to me kiss"
__label__0 "am surfing online store for offers do you want to buy any thing"
__label__0 "or u ask they all if next sat can a not if all of them can make it then i ok lor"
__label__0 "yes how is a pretty lady like you single"
__label__0 "i went to project centre"
__label__0 
__label__0 "pick you up bout what time are and that going"
__label__0 "ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat"
__label__0 "im done just studyn in library"
__label__1 "loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back"
__label__0 "tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow"
__label__0 "ü v ma fan"
__label__0 "the fact that you cleaning shows you know why i upset your priority is constantly what i want to do not what i need to do"
__label__0 ok
__label__0 "hey very inconvenient for your sis a not huh"
__label__0 "the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night"
__label__0 "if you want to mapquest it or something look up usf dogwood drive that the tiny street where the parking lot is"
__label__0 "rightio it is then well arent we all up bright and early this morning"
__label__0 "good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you"
__label__0 "hello baby did you get back to your mom are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs"
__label__0 "all boys made fun of me today ok i have no problem i just sent one message just for fun"
__label__1 "ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge"
__label__0 "wait i will msg after lt gt min"
__label__0 "babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i ca get enough i adore you ahmad kisses"
__label__0 "as usual iam fine happy amp doing well"
__label__0 "yar i wanted 2 scold u yest but late already i where got zhong se qing you if u ask me b4 he ask me then i go out w u all lor n u still can act so real"
__label__0 "i know girls always safe and selfish know i got it pa thank you good night"
__label__1 "you have won a guaranteed award or even cashto claim ur award call free on 08000407165 2 stop getstop on 88222 php"
__label__0 "not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been"
__label__0 "it has issues right now ill fix for her by tomorrow"
__label__1 "do b floppy b snappy happy only gay chat service with photo upload call 08718730666 2 stop our texts call 08712460324"
__label__0 "sorry i call later"
__label__0 "my exam is for february 4 wish you a great day"
__label__0 "alright i make sure the car is back tonight"
__label__0 "sry ca talk on phone with parents"
__label__0 "i ll leave around four ok"
__label__0 "dear friends sorry for the late information today is the birthday of our loving for more details log on to face book and see its his number lt gt dont miss a delicious treat"
__label__0 "cos daddy arranging time c wat time fetch ü mah"
__label__0 "frnd s not juz a word not merely a relationship its a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear"
__label__0 "oops i thk i dun haf enuff i go check then tell ü"
__label__0 "and how you will do that princess"
__label__0 "hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging"
__label__0 "so do you have samus shoulders yet"
__label__0 "lol oh no babe i wont be sliding into your place after midnight but thanks for the invite"
__label__0 "yo you at jp and hungry like a mofo"
__label__0 "here is my new address pairs all that malarky"
__label__1 "congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free 150pm dont miss out"
__label__0 "s but not able to sleep"
__label__0 "just arrived see you in a couple days lt 3"
__label__0 "cool i am lt gt inches long hope you like them big"
__label__0 "hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausage love jen xxx"
__label__0 "v nice off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census busy transcribing"
__label__0 "still work going on it is very small house"
__label__0 "lt gt ish minutes was 5 minutes ago wtf"
__label__0 "happy new years melody"
__label__0 "pls send me the correct name da"
__label__0 "a gram usually runs like lt gt a half eighth is smarter though and gets you almost a whole second gram for lt gt"
__label__0 "hmmm and imagine after you come home from that having to rub my feet make me dinner and help me get ready for my date are you sure your ready for that kind of life"
__label__0 "meet after lunch la"
__label__0 "i see the letter b on my car"
__label__0 "fair enough anything going on"
__label__0 "i finished my lunch already u wake up already"
__label__0 "no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x"
__label__0 "the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me i nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired"
__label__0 "hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu"
__label__0 "yes he is really great bhaji told kallis best cricketer after sachin in world tough to get out"
__label__0 "jordan got voted out last nite"
__label__0 "shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi"
__label__0 "then any special there"
__label__0 "dont you have message offer"
__label__0 "lol yes our friendship is hanging on a thread cause u wo buy stuff"
__label__0 "just curious because my cuz asked what i was up to"
__label__0 "can i meet ü at 5 as 4 where depends on where ü wan 2 in lor"
__label__0 "are u awake is there snow there"
__label__1 "you won tkts to the euro2004 cup final or cash to collect call 09058099801 b4190604 pobox 7876150ppm"
__label__0 "i will come to ur home now"
__label__0 "friendship is not a game to play it is not a word to say it start on march and ends on may it is tomorrow yesterday today and e"
__label__0 "kay since we are out already"
__label__0 "i want to be there so i can kiss you and feel you next to me"
__label__0 "alright if you sure let me know when you leaving"
__label__0 "play w computer aiyah i tok 2 u lor"
__label__0 "i think its far more than that but find out check google maps for a place from your dorm"
__label__0 "no that just means you have a fat head"
__label__0 "k k why cant you come here and search job"
__label__0 "whatsup there dont u want to sleep"
__label__0 "should i be stalking u"
__label__0 "do u still have plumbers tape and a wrench we could borrow"
__label__0 "oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can"
__label__1 "we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow"
__label__0 "have eaten all day i sitting here staring at this juicy pizza and i ca eat it these meds are ruining my life"
__label__0 "well i have to leave for my class babe you never came back to me hope you have a nice sleep my love"
__label__0 "good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy"
__label__0 "hi its jess i dont know if you are at work but call me when u can im at home all eve xxx"
__label__0 "dear got bus directly to calicut"
__label__0 "normally i use to drink more water daily"
__label__0 "wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da"
__label__0 "lolnice i went from a fish to water"
__label__0 "then just eat a shit and wait for ur monkey face bitch u asshole"
__label__0 "jus finish blowing my hair u finish dinner already"
__label__0 "yup song bro no creative neva test quality he said check review online"
__label__0 "lmao but its so fun"
__label__0 "ok u enjoy ur shows"
__label__1 "private your 2004 account statement for 078498 7 shows 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expires"
__label__0 "i turning off my phone my moms telling everyone i have cancer and my sister wo stop calling it hurts to talk ca put up with it see u when u get home love u"
__label__0 "why de you looking good only"
__label__0 "thank you for to say happy onam to you am fine here and remembered you when i met an insurance you in qatar insha ex tata aig who joined tissco tayseer"
__label__0 "my sister going to earn more than me da"
__label__0 "and that fine i got enough bud to last most of the night at least"
__label__1 "ur is currently 500 pounds to maximize ur now send cash to 86688 only cc 08708800282"
__label__0 "babe i lost you"
__label__0 "u goin out 2nite"
__label__0 "ü say until like dat i dun buy ericsson oso can not oredi lar"
__label__0 "i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes"
__label__0 "and miss vday the parachute and double coins u must not know me very well"
__label__1 "lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse"
__label__0 "see the forwarding message for proof"
__label__0 "yes there were many sweets"
__label__0 "jus chillaxin what up"
__label__0 "lol no just was busy"
__label__0 "i cant pick the phone right now pls send a message"
__label__0 "ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about"
__label__0 "you are right meanwhile how project twins comin up"
__label__0 "camera quite good pixels 3optical and 5digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks"
__label__0 "i remain unconvinced that this is an elaborate test of my willpower"
__label__1 "check out choose your babe videos fgkslpopw fgkslpo"
__label__1 "thanks for your subscription to ringtone uk your mobile will be charged please confirm by replying yes or no if you reply no you will not be charged"
__label__0 "come to mahal bus stop lt decimal gt"
__label__0 "nah ca help you there i never had an iphone"
__label__0 "was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans"
__label__0 "do worry is easy once have ingredients"
__label__0 "just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever not really 4 ever just a long time"
__label__0 "lol i knew that i saw him in the dollar store"
__label__0 "y where u at dogbreath its just sounding like jan c al"
__label__0 "i know where the lt gt is i be there around 5"
__label__0 "i called but no one pick up e phone i ask both of them already they said ok"
__label__0 "i just saw ron burgundy captaining a party boat so yeah"
__label__0 "thankyou so much for the call i appreciate your care"
__label__0 "unni thank you dear for the recharge rakhesh"
__label__1 "camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days"
__label__0 "its a laptop take it with you"
__label__1 "ur is currently 500 pounds to maximize ur now send collect to 83600 only cc 08718720201 po box"
__label__1 "email alertfrom jeri stewartsize 2kbsubject prescripiton drvgsto listen to email call 123"
__label__1 "xclusive clubsaisai 2morow soiree speciale zouk with nichols from roses 2 all ladies info"
__label__0 "ok lor then we go tog lor"
__label__0 "i have a sore throat it scratches when i talk"
__label__0 "good no swimsuit allowed"
__label__0 "for real tho this sucks i ca even cook my whole electricity is out and i hungry"
__label__0 "you please give us connection today itself before lt decimal gt or refund the bill"
__label__0 "says the lt gt year old with a man and money i down to my last lt gt still waiting for that check"
__label__0 "great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and god love is yours"
__label__0 "i ca right this second got ta hit people up first"
__label__0 "hmm yeah if your not too grooved out and im looking forward to my pound special"
__label__0 "leave it u will always be ignorant"
__label__0 "i take it we did have the phone callon friday can we assume we wo have it this year now"
__label__0 "still in the area of the restaurant ill try to come back soon"
__label__0 "that sucks i go over so u can do my hair you do it free right"
__label__1 "do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now"
__label__0 "moji just informed me that you saved our lives thanks"
__label__0 "o i played smash bros lt gt religiously"
__label__0 "wat so late still early mah or we juz go 4 dinner lor aiya i dunno"
__label__0 "ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt"
__label__0 "idea will soon get converted to live"
__label__0 "ya that one is slow as poo"
__label__0 "my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it"
__label__0 "sorry man my stash ran dry last night and i ca pick up more until sunday"
__label__0 "fyi i at usf now swing by the room whenever"
__label__1 "do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow"
__label__1 "ringtone club gr8 new polys direct to your mobile every week"
__label__1 "six chances to win cash from 100 to pounds txt csh11 and send to 87575 cost 6days tsandcs apply reply hl 4 info"
__label__1 "your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16"
__label__0 "yup ok"
__label__0 "please tell me not all of my car keys are in your purse"
__label__0 "i not sure if its still available though"
__label__0 "now i going out 4 dinner soon"
__label__0 "just checking in on you really do miss seeing jeremiah do have a great month"
__label__0 "if you thinking of lifting me one then no"
__label__0 "sure but make sure he knows we ai smokin yet"
__label__0 "gud mrng dear hav a nice day"
__label__0 "not enufcredeit ileave uni at 6 a bus to yor house"
__label__0 "1 in cbe 2 in chennai"
__label__0 "i wont touch you with out your permission"
__label__0 "you said not now no problem when you can let me know"
__label__0 "uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon"
__label__0 "now get step 2 outta the way congrats again"
__label__0 "not possible"
__label__0 "hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath"
__label__1 "free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates pobox 36504 w45wq"
__label__1 "you not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network try again"
__label__0 "feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day"
__label__1 "download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082"
__label__0 "so why didnt you holla"
__label__0 "what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me"
__label__0 "oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz"
__label__0 "i in a meeting call me later at"
__label__0 "fine am simply sitting"
__label__0 "k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr 6pm"
__label__0 "i think i fixed it can you send a test message"
__label__0 "i in class did you get my text"
__label__0 "okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right"
__label__0 "have you ever had one foot before"
__label__0 "tension ah what machi any problem"
__label__1 "dear 0776xxxxxxx u been invited to xchat this is our final attempt to contact u txt chat to 86688 ldn 18yrs"
__label__0 "i am in escape theatre now going to watch kavalan in a few minutes"
__label__0 "oh did you charge camera"
__label__0 "y de asking like this"
__label__0 "hey sexy buns what of that day no word from you this morning on ym i think of you"
__label__0 "i fetch yun or u fetch"
__label__0 "haha but no money leh later got to go for tuition haha and looking for empty slots for driving lessons"
__label__0 "your account has been refilled successfully by inr lt decimal gt your keralacircle prepaid account balance is rs lt decimal gt your transaction id is kr lt gt"
__label__0 "i so in love with you i excited each day i spend with you you make me so happy"
__label__0 "haha that was the first person i was gon na ask"
__label__0 "ok i also wan 2 watch e 9 pm show"
__label__0 "how are you i miss you"
__label__0 "lol its ok i did remember til last nite"
__label__0 "there are some nice pubs near here or there is frankie n bennys near the warner cinema"
__label__0 "plz note if anyone calling from a mobile amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn"
__label__0 "no i good for the movie is it ok if i leave in an hourish"
__label__0 "i sent my wife your text after we buy them she tell you what to do so just relax we should go get them this wkend"
__label__1 "had your mobile 11mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 on freefone 08000839402 or 2stoptx"
__label__0 "miss ya need ya want ya love ya"
__label__1 "get lots of cash this weekend dear welcome to the weekend we have got our biggest and best ever cash give away these"
__label__0 "ok pa nothing problem"
__label__0 thanx
__label__0 "i did one slice and one breadstick lol"
__label__0 "no i not i ca give you everything you want and need you actually could do better for yourself on yor own you got more money than i do i ca get work i ca get a man i ca pay the rent i ca even fill my fucking gas tank yes i stressed and depressed i did even call home for thanksgiving cuz i have to tell them i m up to nothing"
__label__0 "then we wait 4 u lor no need 2 feel bad lar"
__label__0 "i been trying to reach him without success"
__label__0 "i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life"
__label__0 "ok but bag again"
__label__0 "i am in office whats the matter msg me will call you at break"
__label__0 "i think your mentor is but not 100 percent sure"
__label__0 "ranjith cal drpd deeraj and deepak 5min hold"
__label__0 "great so what attracts you to the brothas"
__label__0 "finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but do drive"
__label__1 "we currently have a message awaiting your collection to collect your message just call 08718723815"
__label__0 "ü still got lessons ü in sch"
__label__0 "pls send me a comprehensive mail about who i paying when and how much"
__label__0 "has that been the pattern recently crap weekends"
__label__0 "can i get your opinion on something first"
__label__1 "free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry question std txt rate t c apply 08452810075over18"
__label__0 "i don t think so you do need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
__label__0 "can you talk with me"
__label__0 "as usual u can call me ard 10 smth"
__label__0 "i always looking for an excuse to be in the city"
__label__0 "7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear"
__label__0 "will be september by then"
__label__0 "dont search love let love find thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl"
__label__0 "just come home i do want u to be miserable"
__label__0 "why do you ask princess"
__label__1 "important information 4 orange user 0789xxxxxxx today is your lucky day 2find out why log onto http there a fantastic surprise awaiting you"
__label__0 "reverse is cheating that is not mathematics"
__label__0 "multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you"
__label__0 "remember to ask alex about his pizza"
__label__1 "urgent please call 0906346330 your abta complimentary 4 spanish holiday or cash await collection sae t cs box 47 po19 2ez 150ppm"
__label__0 "hello madam how are you"
__label__0 "lol boo i was hoping for a laugh"
__label__0 "fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx this is my dads fone credit"
__label__1 "hi customer loyalty offer the new nokia6650 mobile from only at txtauction txt word start to no 81151 get yours now 4t ctxt tc"
__label__0 "yay finally lol i missed our cinema trip last week"
__label__0 "hmm well night night"
__label__0 "i have printed it oh so lt gt come upstairs"
__label__0 "i could ask carlos if we could get more if anybody else can chip in"
__label__1 "gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send stop to 89070"
__label__1 "your account has been credited with 500 free text messages to activate just txt the word credit to no 80488 t cs"
__label__0 "great to hear you are settling well so what happenin wit ola"
__label__0 "your right i make the appointment right now"
__label__0 "be happy there i will come after noon"
__label__0 "i got like lt gt i can get some more later though get whatever you feel like"
__label__0 "piss is talking is someone that realise u that point this at is it now read it backwards"
__label__0 "well i will watch shrek in 3d b"
__label__0 "argh my 3g is spotty anyway the only thing i remember from the research we did was that province and sterling were the only places we looked at"
__label__1 "rgent this is the 2nd attempt to contact u u have won call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary 50"
__label__0 "there is os called ubandu which will run without installing in hard disk you can use that os to copy the important files in system and give it to repair shop"
__label__0 "well i might not come then"
__label__0 "hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl"
__label__0 "i am taking you for italian food how about a pretty dress with no panties"
__label__0 "no it will reach by 9 only she telling she will be there i dont know"
__label__1 "freemsg hey there darling it been 3 week now and no word back i like some fun you up for it still tb ok xxx std chgs to send to rcv"
__label__0 "is that what time you want me to come"
__label__1 "get a free mobile video player free movie to collect text go to 89105 its free extra films can be ordered t and c apply 18 yrs only"
__label__0 "new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i always correct"
__label__0 "nothing i got msg frm tht unknown no"
__label__1 "free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates pobox 36504 w45wq"
__label__1 "lyricalladie is inviting you to be her friend reply or see her stop send stop frnd to 62468"
__label__0 "i pick you up at about to go to taunton if you still want to come"
__label__0 "oh okie lor we go on sat"
__label__0 "where at were hungry too"
__label__0 "aiyah e rain like quite big leh if drizzling i can at least run home"
__label__1 "urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or cash await collection sae t cs po box 434 sk3 8wp 150 ppm"
__label__0 "you tell what happen dont behave like this to me ok no need to say"
__label__0 "26th of july"
__label__0 "hey anyway i have to"
__label__0 "ask g or iouri i told the story like ten times already"
__label__0 "moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night"
__label__0 "why are u up so early"
__label__0 "i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2"
__label__0 "no one interested may be some business plan"
__label__0 "omg how did u know what i ate"
__label__0 "yep then is fine or for ice age"
__label__0 "did u find a sitter for kaitlyn i was sick and slept all day yesterday"
__label__0 "well good morning mr hows london treatin ya treacle"
